channel,comment
9,Channel 9: Huge fluctuation from 12.04 µV to -39.86 µV at sample 2042.
9,Channel 9: Huge fluctuation from -39.86 µV to 75.34 µV at sample 2043.
9,Channel 9: Huge fluctuation from 75.34 µV to 188.79 µV at sample 2044.
9,Channel 9: Huge fluctuation from 158.13 µV to 64.03 µV at sample 2046.
9,Channel 9: Huge fluctuation from 64.03 µV to -3.48 µV at sample 2047.
9,Channel 9: Huge fluctuation from 21.91 µV to 248.69 µV at sample 2049.
9,Channel 9: Huge fluctuation from 248.69 µV to 164.19 µV at sample 2050.
9,Channel 9: Huge fluctuation from 134.02 µV to 42.23 µV at sample 2052.
9,Channel 9: Huge fluctuation from 42.23 µV to -41.86 µV at sample 2053.
9,Channel 9: Huge fluctuation from -41.86 µV to 49.64 µV at sample 2054.
9,Channel 9: Huge fluctuation from 49.64 µV to 161.15 µV at sample 2055.
9,Channel 9: Huge fluctuation from 181.30 µV to 87.64 µV at sample 2057.
9,Channel 9: Huge fluctuation from 87.64 µV to -41.73 µV at sample 2058.
9,Channel 9: Huge fluctuation from -47.41 µV to 121.44 µV at sample 2060.
9,Channel 9: Huge fluctuation from 121.44 µV to 219.25 µV at sample 2061.
9,Channel 9: Huge fluctuation from 219.25 µV to 165.19 µV at sample 2062.
9,Channel 9: Huge fluctuation from 165.19 µV to 15.06 µV at sample 2063.
9,Channel 9: Huge fluctuation from 15.06 µV to -37.97 µV at sample 2064.
9,Channel 9: Huge fluctuation from -37.97 µV to 56.61 µV at sample 2065.
9,Channel 9: Huge fluctuation from 56.61 µV to 188.22 µV at sample 2066.
9,Channel 9: Huge fluctuation from 233.58 µV to 106.34 µV at sample 2068.
9,Channel 9: Huge fluctuation from 106.34 µV to 17.36 µV at sample 2069.
9,Channel 9: Huge fluctuation from -22.11 µV to 117.21 µV at sample 2071.
9,Channel 9: Huge fluctuation from 117.21 µV to 196.21 µV at sample 2072.
9,Channel 9: Huge fluctuation from 202.23 µV to 102.64 µV at sample 2074.
9,Channel 9: Huge fluctuation from 102.64 µV to -19.30 µV at sample 2075.
9,Channel 9: Huge fluctuation from -19.30 µV to 48.42 µV at sample 2076.
9,Channel 9: Huge fluctuation from 48.42 µV to 166.95 µV at sample 2077.
9,Channel 9: Huge fluctuation from 204.54 µV to 109.61 µV at sample 2079.
9,Channel 9: Huge fluctuation from 109.61 µV to 28.10 µV at sample 2080.
9,Channel 9: Huge fluctuation from -20.58 µV to 94.14 µV at sample 2082.
9,Channel 9: Huge fluctuation from 94.14 µV to 194.80 µV at sample 2083.
9,Channel 9: Huge fluctuation from 144.91 µV to 68.82 µV at sample 2085.
9,Channel 9: Huge fluctuation from 68.82 µV to -64.18 µV at sample 2086.
9,Channel 9: Huge fluctuation from -64.18 µV to 13.39 µV at sample 2087.
9,Channel 9: Huge fluctuation from 13.39 µV to 141.62 µV at sample 2088.
9,Channel 9: Huge fluctuation from 141.62 µV to 206.11 µV at sample 2089.
9,Channel 9: Huge fluctuation from 206.11 µV to 149.61 µV at sample 2090.
9,Channel 9: Huge fluctuation from 149.61 µV to 25.89 µV at sample 2091.
9,Channel 9: Huge fluctuation from 25.89 µV to -73.04 µV at sample 2092.
9,Channel 9: Huge fluctuation from -73.04 µV to 72.79 µV at sample 2093.
9,Channel 9: Huge fluctuation from 72.79 µV to 208.35 µV at sample 2094.
9,Channel 9: Huge fluctuation from 193.14 µV to 70.18 µV at sample 2096.
9,Channel 9: Huge fluctuation from 70.18 µV to -32.74 µV at sample 2097.
9,Channel 9: Huge fluctuation from -4.71 µV to 150.19 µV at sample 2099.
9,Channel 9: Huge fluctuation from 150.19 µV to 271.03 µV at sample 2100.
9,Channel 9: Huge fluctuation from 304.67 µV to 15.44 µV at sample 2102.
9,Channel 9: Huge fluctuation from 15.44 µV to -60.09 µV at sample 2103.
9,Channel 9: Huge fluctuation from -60.09 µV to 50.51 µV at sample 2104.
9,Channel 9: Huge fluctuation from 50.51 µV to 146.45 µV at sample 2105.
9,Channel 9: Huge fluctuation from 146.45 µV to 218.08 µV at sample 2106.
9,Channel 9: Huge fluctuation from 218.08 µV to 86.58 µV at sample 2107.
9,Channel 9: Huge fluctuation from 86.58 µV to -19.77 µV at sample 2108.
9,Channel 9: Huge fluctuation from -19.77 µV to 36.45 µV at sample 2109.
9,Channel 9: Huge fluctuation from 36.45 µV to 123.10 µV at sample 2110.
9,Channel 9: Huge fluctuation from 123.10 µV to 221.06 µV at sample 2111.
9,Channel 9: Huge fluctuation from 221.06 µV to 138.17 µV at sample 2112.
9,Channel 9: Huge fluctuation from 138.17 µV to -0.28 µV at sample 2113.
9,Channel 9: Huge fluctuation from -0.11 µV to 64.44 µV at sample 2115.
9,Channel 9: Huge fluctuation from 64.44 µV to 213.42 µV at sample 2116.
9,Channel 9: Huge fluctuation from 194.91 µV to 100.34 µV at sample 2118.
9,Channel 9: Huge fluctuation from 100.34 µV to -63.84 µV at sample 2119.
9,Channel 9: Huge fluctuation from -55.94 µV to 117.16 µV at sample 2121.
9,Channel 9: Huge fluctuation from 184.40 µV to 35.83 µV at sample 2124.
9,Channel 9: Huge fluctuation from 35.83 µV to -82.97 µV at sample 2125.
9,Channel 9: Huge fluctuation from -82.97 µV to 46.07 µV at sample 2126.
9,Channel 9: Huge fluctuation from 46.07 µV to 194.76 µV at sample 2127.
9,Channel 9: Huge fluctuation from 194.76 µV to 429.80 µV at sample 2128.
9,Channel 9: Huge fluctuation from 429.80 µV to 231.13 µV at sample 2129.
9,Channel 9: Huge fluctuation from 231.13 µV to -46.77 µV at sample 2130.
9,Channel 9: Huge fluctuation from -41.32 µV to 93.45 µV at sample 2132.
9,Channel 9: Huge fluctuation from 93.45 µV to 171.98 µV at sample 2133.
9,Channel 9: Huge fluctuation from 220.70 µV to 52.05 µV at sample 2135.
9,Channel 9: Huge fluctuation from 52.05 µV to -10.39 µV at sample 2136.
9,Channel 9: Huge fluctuation from 23.20 µV to 172.19 µV at sample 2138.
9,Channel 9: Huge fluctuation from 153.01 µV to 17.14 µV at sample 2141.
9,Channel 9: Huge fluctuation from -11.20 µV to 82.24 µV at sample 2143.
9,Channel 9: Huge fluctuation from 82.24 µV to 162.72 µV at sample 2144.
9,Channel 9: Huge fluctuation from 149.54 µV to 69.76 µV at sample 2146.
9,Channel 9: Huge fluctuation from 69.76 µV to -57.06 µV at sample 2147.
9,Channel 9: Huge fluctuation from -57.06 µV to 9.86 µV at sample 2148.
9,Channel 9: Huge fluctuation from 9.86 µV to 141.95 µV at sample 2149.
9,Channel 9: Huge fluctuation from 141.95 µV to 222.75 µV at sample 2150.
9,Channel 9: Huge fluctuation from 222.75 µV to 125.09 µV at sample 2151.
9,Channel 9: Huge fluctuation from 125.09 µV to 33.34 µV at sample 2152.
9,Channel 9: Huge fluctuation from 55.29 µV to 441.91 µV at sample 2155.
9,Channel 9: Huge fluctuation from 429.11 µV to 175.40 µV at sample 2157.
9,Channel 9: Huge fluctuation from 175.40 µV to -6.22 µV at sample 2158.
9,Channel 9: Huge fluctuation from 32.99 µV to 139.56 µV at sample 2160.
9,Channel 9: Huge fluctuation from 139.56 µV to 245.33 µV at sample 2161.
9,Channel 9: Huge fluctuation from 245.33 µV to 190.07 µV at sample 2162.
9,Channel 9: Huge fluctuation from 190.07 µV to 25.72 µV at sample 2163.
9,Channel 9: Huge fluctuation from 25.72 µV to -48.68 µV at sample 2164.
9,Channel 9: Huge fluctuation from -48.68 µV to 53.70 µV at sample 2165.
9,Channel 9: Huge fluctuation from 53.70 µV to 150.58 µV at sample 2166.
9,Channel 9: Huge fluctuation from 150.58 µV to 233.57 µV at sample 2167.
9,Channel 9: Huge fluctuation from 233.57 µV to 98.73 µV at sample 2168.
9,Channel 9: Huge fluctuation from 98.73 µV to -56.85 µV at sample 2169.
9,Channel 9: Huge fluctuation from -7.56 µV to 110.10 µV at sample 2171.
9,Channel 9: Huge fluctuation from 110.10 µV to 211.10 µV at sample 2172.
9,Channel 9: Huge fluctuation from 211.10 µV to 140.67 µV at sample 2173.
9,Channel 9: Huge fluctuation from 140.67 µV to 51.72 µV at sample 2174.
9,Channel 9: Huge fluctuation from 51.72 µV to -27.88 µV at sample 2175.
9,Channel 9: Huge fluctuation from -27.88 µV to 39.96 µV at sample 2176.
9,Channel 9: Huge fluctuation from 39.96 µV to 182.74 µV at sample 2177.
9,Channel 9: Huge fluctuation from 125.43 µV to -9.06 µV at sample 2180.
9,Channel 9: Huge fluctuation from -19.43 µV to 170.96 µV at sample 2182.
9,Channel 9: Huge fluctuation from 170.96 µV to 380.97 µV at sample 2183.
9,Channel 9: Huge fluctuation from 374.98 µV to 56.90 µV at sample 2185.
9,Channel 9: Huge fluctuation from 56.90 µV to -57.81 µV at sample 2186.
9,Channel 9: Huge fluctuation from -57.81 µV to 46.53 µV at sample 2187.
9,Channel 9: Huge fluctuation from 46.53 µV to 171.32 µV at sample 2188.
9,Channel 9: Huge fluctuation from 171.32 µV to 263.22 µV at sample 2189.
9,Channel 9: Huge fluctuation from 263.22 µV to 133.55 µV at sample 2190.
9,Channel 9: Huge fluctuation from 133.55 µV to 18.25 µV at sample 2191.
9,Channel 9: Huge fluctuation from -23.51 µV to 72.24 µV at sample 2193.
9,Channel 9: Huge fluctuation from 72.24 µV to 179.09 µV at sample 2194.
9,Channel 9: Huge fluctuation from 150.32 µV to 64.40 µV at sample 2196.
9,Channel 9: Huge fluctuation from 64.40 µV to -40.18 µV at sample 2197.
9,Channel 9: Huge fluctuation from -20.59 µV to 155.72 µV at sample 2199.
9,Channel 9: Huge fluctuation from 155.72 µV to 227.52 µV at sample 2200.
9,Channel 9: Huge fluctuation from 227.52 µV to 154.12 µV at sample 2201.
9,Channel 9: Huge fluctuation from 154.12 µV to -13.28 µV at sample 2202.
9,Channel 9: Huge fluctuation from -51.97 µV to 68.14 µV at sample 2204.
9,Channel 9: Huge fluctuation from 68.14 µV to 177.01 µV at sample 2205.
9,Channel 9: Huge fluctuation from 184.97 µV to 87.47 µV at sample 2207.
9,Channel 9: Huge fluctuation from 87.47 µV to -18.95 µV at sample 2208.
9,Channel 9: Huge fluctuation from -53.22 µV to 251.34 µV at sample 2210.
9,Channel 9: Huge fluctuation from 251.34 µV to 476.42 µV at sample 2211.
9,Channel 9: Huge fluctuation from 476.42 µV to 149.79 µV at sample 2212.
9,Channel 9: Huge fluctuation from 149.79 µV to 11.97 µV at sample 2213.
9,Channel 9: Huge fluctuation from 11.97 µV to -69.56 µV at sample 2214.
9,Channel 9: Huge fluctuation from -69.56 µV to 37.07 µV at sample 2215.
9,Channel 9: Huge fluctuation from 37.07 µV to 185.92 µV at sample 2216.
9,Channel 9: Huge fluctuation from 186.37 µV to 106.84 µV at sample 2218.
9,Channel 9: Huge fluctuation from 106.84 µV to -40.54 µV at sample 2219.
9,Channel 9: Huge fluctuation from -25.16 µV to 111.37 µV at sample 2221.
9,Channel 9: Huge fluctuation from 111.37 µV to 194.25 µV at sample 2222.
9,Channel 9: Huge fluctuation from 184.18 µV to 30.90 µV at sample 2224.
9,Channel 9: Huge fluctuation from 30.90 µV to -84.92 µV at sample 2225.
9,Channel 9: Huge fluctuation from -84.92 µV to 48.46 µV at sample 2226.
9,Channel 9: Huge fluctuation from 48.46 µV to 172.45 µV at sample 2227.
9,Channel 9: Huge fluctuation from 172.45 µV to 259.63 µV at sample 2228.
9,Channel 9: Huge fluctuation from 259.63 µV to 131.66 µV at sample 2229.
9,Channel 9: Huge fluctuation from 131.66 µV to 25.73 µV at sample 2230.
9,Channel 9: Huge fluctuation from 25.73 µV to -55.07 µV at sample 2231.
9,Channel 9: Huge fluctuation from -55.07 µV to 93.76 µV at sample 2232.
9,Channel 9: Huge fluctuation from 93.76 µV to 194.15 µV at sample 2233.
9,Channel 9: Huge fluctuation from 219.95 µV to 65.71 µV at sample 2235.
9,Channel 9: Huge fluctuation from 65.71 µV to -114.85 µV at sample 2236.
9,Channel 9: Huge fluctuation from -114.85 µV to 61.94 µV at sample 2237.
9,Channel 9: Huge fluctuation from 61.94 µV to 297.88 µV at sample 2238.
9,Channel 9: Huge fluctuation from 297.88 µV to 233.45 µV at sample 2239.
9,Channel 9: Huge fluctuation from 233.45 µV to 148.10 µV at sample 2240.
9,Channel 9: Huge fluctuation from 148.10 µV to 37.01 µV at sample 2241.
9,Channel 9: Huge fluctuation from 21.81 µV to 74.24 µV at sample 2243.
9,Channel 9: Huge fluctuation from 74.24 µV to 245.54 µV at sample 2244.
9,Channel 9: Huge fluctuation from 245.54 µV to 151.85 µV at sample 2245.
9,Channel 9: Huge fluctuation from 151.85 µV to 65.78 µV at sample 2246.
9,Channel 9: Huge fluctuation from 65.78 µV to 8.90 µV at sample 2247.
9,Channel 9: Huge fluctuation from -25.94 µV to 123.88 µV at sample 2249.
9,Channel 9: Huge fluctuation from 123.88 µV to 224.71 µV at sample 2250.
9,Channel 9: Huge fluctuation from 224.71 µV to 159.24 µV at sample 2251.
9,Channel 9: Huge fluctuation from 159.24 µV to 19.84 µV at sample 2252.
9,Channel 9: Huge fluctuation from 19.84 µV to -30.91 µV at sample 2253.
9,Channel 9: Huge fluctuation from -30.91 µV to 64.33 µV at sample 2254.
9,Channel 9: Huge fluctuation from 64.33 µV to 198.50 µV at sample 2255.
9,Channel 9: Huge fluctuation from 159.56 µV to 87.78 µV at sample 2257.
9,Channel 9: Huge fluctuation from 87.78 µV to -77.42 µV at sample 2258.
9,Channel 9: Huge fluctuation from -32.40 µV to 125.68 µV at sample 2260.
9,Channel 9: Huge fluctuation from 125.68 µV to 259.04 µV at sample 2261.
9,Channel 9: Huge fluctuation from 259.04 µV to 148.00 µV at sample 2262.
9,Channel 9: Huge fluctuation from 148.00 µV to 26.91 µV at sample 2263.
9,Channel 9: Huge fluctuation from 26.91 µV to -105.81 µV at sample 2264.
9,Channel 9: Huge fluctuation from -105.81 µV to 107.19 µV at sample 2265.
9,Channel 9: Huge fluctuation from 107.19 µV to 209.05 µV at sample 2266.
9,Channel 9: Huge fluctuation from 243.00 µV to 97.61 µV at sample 2268.
9,Channel 9: Huge fluctuation from 97.61 µV to 8.01 µV at sample 2269.
9,Channel 9: Huge fluctuation from 8.01 µV to -52.38 µV at sample 2270.
9,Channel 9: Huge fluctuation from -52.38 µV to 103.09 µV at sample 2271.
9,Channel 9: Huge fluctuation from 103.09 µV to 170.92 µV at sample 2272.
9,Channel 9: Huge fluctuation from 185.69 µV to 25.66 µV at sample 2274.
9,Channel 9: Huge fluctuation from 25.66 µV to -76.74 µV at sample 2275.
9,Channel 9: Huge fluctuation from -76.74 µV to 40.94 µV at sample 2276.
9,Channel 9: Huge fluctuation from 40.94 µV to 143.44 µV at sample 2277.
9,Channel 9: Huge fluctuation from 143.44 µV to 268.00 µV at sample 2278.
9,Channel 9: Huge fluctuation from 268.00 µV to 113.39 µV at sample 2279.
9,Channel 9: Huge fluctuation from 113.39 µV to 32.43 µV at sample 2280.
9,Channel 9: Huge fluctuation from 24.79 µV to 93.76 µV at sample 2282.
9,Channel 9: Huge fluctuation from 93.76 µV to 254.30 µV at sample 2283.
9,Channel 9: Huge fluctuation from 254.30 µV to 148.88 µV at sample 2284.
9,Channel 9: Huge fluctuation from 148.88 µV to 62.31 µV at sample 2285.
9,Channel 9: Huge fluctuation from 62.31 µV to -7.83 µV at sample 2286.
9,Channel 9: Huge fluctuation from -0.86 µV to 142.28 µV at sample 2288.
9,Channel 9: Huge fluctuation from 142.28 µV to 197.39 µV at sample 2289.
9,Channel 9: Huge fluctuation from 197.39 µV to 271.43 µV at sample 2290.
9,Channel 9: Huge fluctuation from 271.43 µV to 16.76 µV at sample 2291.
9,Channel 9: Huge fluctuation from 16.76 µV to -76.53 µV at sample 2292.
9,Channel 9: Huge fluctuation from -76.53 µV to 75.66 µV at sample 2293.
9,Channel 9: Huge fluctuation from 75.66 µV to 176.52 µV at sample 2294.
9,Channel 9: Huge fluctuation from 174.29 µV to 75.33 µV at sample 2296.
9,Channel 9: Huge fluctuation from 75.33 µV to -64.33 µV at sample 2297.
9,Channel 9: Huge fluctuation from -64.33 µV to 10.52 µV at sample 2298.
9,Channel 9: Huge fluctuation from 10.52 µV to 122.09 µV at sample 2299.
9,Channel 9: Huge fluctuation from 122.09 µV to 201.52 µV at sample 2300.
9,Channel 9: Huge fluctuation from 201.52 µV to 125.70 µV at sample 2301.
9,Channel 9: Huge fluctuation from 125.70 µV to -5.31 µV at sample 2302.
9,Channel 9: Huge fluctuation from -5.31 µV to -86.33 µV at sample 2303.
9,Channel 9: Huge fluctuation from -86.33 µV to 129.03 µV at sample 2304.
9,Channel 9: Huge fluctuation from 129.03 µV to 368.01 µV at sample 2305.
9,Channel 9: Huge fluctuation from 368.01 µV to 188.50 µV at sample 2306.
9,Channel 9: Huge fluctuation from 188.50 µV to 86.75 µV at sample 2307.
9,Channel 9: Huge fluctuation from 86.75 µV to -71.58 µV at sample 2308.
9,Channel 9: Huge fluctuation from -46.88 µV to 132.63 µV at sample 2310.
9,Channel 9: Huge fluctuation from 132.63 µV to 228.94 µV at sample 2311.
9,Channel 9: Huge fluctuation from 181.80 µV to 26.31 µV at sample 2313.
9,Channel 9: Huge fluctuation from 26.31 µV to -49.43 µV at sample 2314.
9,Channel 9: Huge fluctuation from -49.43 µV to 41.05 µV at sample 2315.
9,Channel 9: Huge fluctuation from 41.05 µV to 179.33 µV at sample 2316.
9,Channel 9: Huge fluctuation from 185.61 µV to 107.84 µV at sample 2318.
9,Channel 9: Huge fluctuation from 107.84 µV to -5.39 µV at sample 2319.
9,Channel 9: Huge fluctuation from -43.09 µV to 104.08 µV at sample 2321.
9,Channel 9: Huge fluctuation from 104.08 µV to 205.39 µV at sample 2322.
9,Channel 9: Huge fluctuation from 178.67 µV to 55.93 µV at sample 2324.
9,Channel 9: Huge fluctuation from 55.93 µV to -85.16 µV at sample 2325.
9,Channel 9: Huge fluctuation from -85.16 µV to 39.34 µV at sample 2326.
9,Channel 9: Huge fluctuation from 39.34 µV to 183.22 µV at sample 2327.
9,Channel 9: Huge fluctuation from 181.01 µV to 121.23 µV at sample 2329.
9,Channel 9: Huge fluctuation from 121.23 µV to -20.13 µV at sample 2330.
9,Channel 9: Huge fluctuation from -39.58 µV to 200.61 µV at sample 2332.
9,Channel 9: Huge fluctuation from 212.44 µV to 57.19 µV at sample 2335.
9,Channel 9: Huge fluctuation from 57.19 µV to 6.64 µV at sample 2336.
9,Channel 9: Huge fluctuation from 14.92 µV to 132.84 µV at sample 2338.
9,Channel 9: Huge fluctuation from 132.84 µV to 239.31 µV at sample 2339.
9,Channel 9: Huge fluctuation from 239.31 µV to 133.97 µV at sample 2340.
9,Channel 9: Huge fluctuation from 133.97 µV to -9.31 µV at sample 2341.
9,Channel 9: Huge fluctuation from -34.78 µV to 80.24 µV at sample 2343.
9,Channel 9: Huge fluctuation from 80.24 µV to 162.50 µV at sample 2344.
9,Channel 9: Huge fluctuation from 162.50 µV to 240.64 µV at sample 2345.
9,Channel 9: Huge fluctuation from 240.64 µV to 77.39 µV at sample 2346.
9,Channel 9: Huge fluctuation from 77.39 µV to -20.52 µV at sample 2347.
9,Channel 9: Huge fluctuation from 20.78 µV to 159.83 µV at sample 2349.
9,Channel 9: Huge fluctuation from 159.83 µV to 268.73 µV at sample 2350.
9,Channel 9: Huge fluctuation from 268.73 µV to 143.30 µV at sample 2351.
9,Channel 9: Huge fluctuation from 143.30 µV to 26.37 µV at sample 2352.
9,Channel 9: Huge fluctuation from 1.01 µV to 70.40 µV at sample 2354.
9,Channel 9: Huge fluctuation from 70.40 µV to 162.56 µV at sample 2355.
9,Channel 9: Huge fluctuation from 162.56 µV to 218.29 µV at sample 2356.
9,Channel 9: Huge fluctuation from 173.46 µV to -47.93 µV at sample 2358.
9,Channel 9: Huge fluctuation from -47.93 µV to 17.77 µV at sample 2359.
9,Channel 9: Huge fluctuation from 17.77 µV to 109.42 µV at sample 2360.
9,Channel 9: Huge fluctuation from 109.42 µV to 252.11 µV at sample 2361.
9,Channel 9: Huge fluctuation from 252.11 µV to 143.74 µV at sample 2362.
9,Channel 9: Huge fluctuation from 143.74 µV to 40.47 µV at sample 2363.
9,Channel 9: Huge fluctuation from 30.34 µV to 212.70 µV at sample 2366.
9,Channel 9: Huge fluctuation from 196.18 µV to 100.01 µV at sample 2368.
9,Channel 9: Huge fluctuation from 100.01 µV to -40.82 µV at sample 2369.
9,Channel 9: Huge fluctuation from -3.47 µV to 104.83 µV at sample 2371.
9,Channel 9: Huge fluctuation from 104.83 µV to 169.15 µV at sample 2372.
9,Channel 9: Huge fluctuation from 163.98 µV to 35.53 µV at sample 2374.
9,Channel 9: Huge fluctuation from 13.45 µV to 184.50 µV at sample 2377.
9,Channel 9: Huge fluctuation from 201.16 µV to 119.91 µV at sample 2379.
9,Channel 9: Huge fluctuation from 119.91 µV to -29.13 µV at sample 2380.
9,Channel 9: Huge fluctuation from -65.67 µV to 92.96 µV at sample 2382.
9,Channel 9: Huge fluctuation from 92.96 µV to 197.44 µV at sample 2383.
9,Channel 9: Huge fluctuation from 197.44 µV to 323.27 µV at sample 2384.
9,Channel 9: Huge fluctuation from 323.27 µV to 125.14 µV at sample 2385.
9,Channel 9: Huge fluctuation from 125.14 µV to -58.27 µV at sample 2386.
9,Channel 9: Huge fluctuation from -58.27 µV to 38.64 µV at sample 2387.
9,Channel 9: Huge fluctuation from 38.64 µV to 163.87 µV at sample 2388.
9,Channel 9: Huge fluctuation from 163.87 µV to 217.18 µV at sample 2389.
9,Channel 9: Huge fluctuation from 217.18 µV to 144.35 µV at sample 2390.
9,Channel 9: Huge fluctuation from 144.35 µV to -32.57 µV at sample 2391.
9,Channel 9: Huge fluctuation from 6.31 µV to 72.47 µV at sample 2393.
9,Channel 9: Huge fluctuation from 72.47 µV to 210.12 µV at sample 2394.
9,Channel 9: Huge fluctuation from 228.28 µV to 62.82 µV at sample 2396.
9,Channel 9: Huge fluctuation from 62.82 µV to -75.37 µV at sample 2397.
9,Channel 9: Huge fluctuation from -75.37 µV to 18.58 µV at sample 2398.
9,Channel 9: Huge fluctuation from 18.58 µV to 144.96 µV at sample 2399.
9,Channel 9: Huge fluctuation from 144.96 µV to 216.92 µV at sample 2400.
9,Channel 9: Huge fluctuation from 216.92 µV to 144.32 µV at sample 2401.
9,Channel 9: Huge fluctuation from 144.32 µV to 2.80 µV at sample 2402.
9,Channel 9: Huge fluctuation from -26.71 µV to 69.14 µV at sample 2404.
9,Channel 9: Huge fluctuation from 69.14 µV to 184.01 µV at sample 2405.
9,Channel 9: Huge fluctuation from 184.01 µV to 236.40 µV at sample 2406.
9,Channel 9: Huge fluctuation from 236.40 µV to 88.32 µV at sample 2407.
9,Channel 9: Huge fluctuation from 88.32 µV to 12.50 µV at sample 2408.
9,Channel 9: Huge fluctuation from -13.57 µV to 117.98 µV at sample 2410.
9,Channel 9: Huge fluctuation from 117.98 µV to 495.38 µV at sample 2411.
9,Channel 9: Huge fluctuation from 495.38 µV to 343.90 µV at sample 2412.
9,Channel 9: Huge fluctuation from 343.90 µV to 68.85 µV at sample 2413.
9,Channel 9: Huge fluctuation from 68.85 µV to 3.89 µV at sample 2414.
9,Channel 9: Huge fluctuation from 3.89 µV to 63.86 µV at sample 2415.
9,Channel 9: Huge fluctuation from 63.86 µV to 215.79 µV at sample 2416.
9,Channel 9: Huge fluctuation from 221.24 µV to 98.75 µV at sample 2418.
9,Channel 9: Huge fluctuation from 98.75 µV to -24.98 µV at sample 2419.
9,Channel 9: Huge fluctuation from 3.80 µV to 116.42 µV at sample 2421.
9,Channel 9: Huge fluctuation from 116.42 µV to 166.47 µV at sample 2422.
9,Channel 9: Huge fluctuation from 184.30 µV to 21.01 µV at sample 2424.
9,Channel 9: Huge fluctuation from 21.01 µV to -49.80 µV at sample 2425.
9,Channel 9: Huge fluctuation from -49.80 µV to 55.57 µV at sample 2426.
9,Channel 9: Huge fluctuation from 55.57 µV to 147.69 µV at sample 2427.
9,Channel 9: Huge fluctuation from 147.69 µV to 255.27 µV at sample 2428.
9,Channel 9: Huge fluctuation from 255.27 µV to 119.65 µV at sample 2429.
9,Channel 9: Huge fluctuation from 119.65 µV to -46.24 µV at sample 2430.
9,Channel 9: Huge fluctuation from -13.57 µV to 92.05 µV at sample 2432.
9,Channel 9: Huge fluctuation from 92.05 µV to 167.01 µV at sample 2433.
9,Channel 9: Huge fluctuation from 169.27 µV to 52.50 µV at sample 2435.
9,Channel 9: Huge fluctuation from 52.50 µV to -27.48 µV at sample 2436.
9,Channel 9: Huge fluctuation from -27.48 µV to 41.67 µV at sample 2437.
9,Channel 9: Huge fluctuation from 41.67 µV to 316.00 µV at sample 2438.
9,Channel 9: Huge fluctuation from 316.00 µV to 479.54 µV at sample 2439.
9,Channel 9: Huge fluctuation from 479.54 µV to 250.32 µV at sample 2440.
9,Channel 9: Huge fluctuation from 250.32 µV to 35.40 µV at sample 2441.
9,Channel 9: Huge fluctuation from 35.40 µV to -23.19 µV at sample 2442.
9,Channel 9: Huge fluctuation from -23.19 µV to 75.58 µV at sample 2443.
9,Channel 9: Huge fluctuation from 75.58 µV to 222.31 µV at sample 2444.
9,Channel 9: Huge fluctuation from 180.30 µV to 66.49 µV at sample 2446.
9,Channel 9: Huge fluctuation from 66.49 µV to -21.69 µV at sample 2447.
9,Channel 9: Huge fluctuation from -6.46 µV to 140.59 µV at sample 2449.
9,Channel 9: Huge fluctuation from 133.17 µV to -3.50 µV at sample 2452.
9,Channel 9: Huge fluctuation from 12.55 µV to 73.11 µV at sample 2454.
9,Channel 9: Huge fluctuation from 73.11 µV to 162.27 µV at sample 2455.
9,Channel 9: Huge fluctuation from 162.27 µV to 250.93 µV at sample 2456.
9,Channel 9: Huge fluctuation from 250.93 µV to 86.32 µV at sample 2457.
9,Channel 9: Huge fluctuation from 86.32 µV to -19.15 µV at sample 2458.
9,Channel 9: Huge fluctuation from -38.26 µV to 113.22 µV at sample 2460.
9,Channel 9: Huge fluctuation from 113.22 µV to 164.48 µV at sample 2461.
9,Channel 9: Huge fluctuation from 172.21 µV to -2.22 µV at sample 2463.
9,Channel 9: Huge fluctuation from -12.38 µV to 107.43 µV at sample 2465.
9,Channel 9: Huge fluctuation from 107.43 µV to 339.20 µV at sample 2466.
9,Channel 9: Huge fluctuation from 339.20 µV to 400.33 µV at sample 2467.
9,Channel 9: Huge fluctuation from 400.33 µV to 103.87 µV at sample 2468.
9,Channel 9: Huge fluctuation from 103.87 µV to -22.58 µV at sample 2469.
9,Channel 9: Huge fluctuation from -0.90 µV to 110.70 µV at sample 2471.
9,Channel 9: Huge fluctuation from 110.70 µV to 242.17 µV at sample 2472.
9,Channel 9: Huge fluctuation from 242.17 µV to 141.80 µV at sample 2473.
9,Channel 9: Huge fluctuation from 141.80 µV to 19.51 µV at sample 2474.
9,Channel 9: Huge fluctuation from 19.51 µV to -75.96 µV at sample 2475.
9,Channel 9: Huge fluctuation from -75.96 µV to 20.08 µV at sample 2476.
9,Channel 9: Huge fluctuation from 20.08 µV to 133.51 µV at sample 2477.
9,Channel 9: Huge fluctuation from 133.51 µV to 201.83 µV at sample 2478.
9,Channel 9: Huge fluctuation from 201.83 µV to 118.13 µV at sample 2479.
9,Channel 9: Huge fluctuation from 118.13 µV to -17.59 µV at sample 2480.
9,Channel 9: Huge fluctuation from 1.42 µV to 93.58 µV at sample 2482.
9,Channel 9: Huge fluctuation from 93.58 µV to 191.77 µV at sample 2483.
9,Channel 9: Huge fluctuation from 170.66 µV to 61.66 µV at sample 2485.
9,Channel 9: Huge fluctuation from 61.66 µV to -86.31 µV at sample 2486.
9,Channel 9: Huge fluctuation from -86.31 µV to 39.97 µV at sample 2487.
